Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Ïóøêèíî - Èñòðà - Íîâ.Èåðóñàëèì - ßõðîìà - Äìèòðîâ - Ñåðãèåâ Ïîñàä	02/10/2005 10:38:38 	3:48:04	276 km	73 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N56 09.849 E37 41.841	02/10/2005 11:01:22 	205 m			254 m	0:00:08	114 kph	294° true
Trackpoint	N56 09.897 E37 41.638	02/10/2005 11:01:29 	197 m			227 m	0:00:07	117 kph	293° true
Trackpoint	N56 09.921 E37 41.539	02/10/2005 11:01:33 	199 m			112 m	0:00:04	100 kph	294° true
Trackpoint	N56 09.960 E37 41.382	02/10/2005 11:01:40 	202 m			178 m	0:00:07	91 kph	294° true
Trackpoint	N56 10.014 E37 41.159	02/10/2005 11:01:50 	205 m			252 m	0:00:10	91 kph	293° true
Trackpoint	N56 10.052 E37 41.009	02/10/2005 11:01:56 	207 m			170 m	0:00:06	102 kph	295° true
Trackpoint	N56 10.093 E37 40.846	02/10/2005 11:02:02 	211 m			184 m	0:00:06	111 kph	294° true
Trackpoint	N56 10.143 E37 40.643	02/10/2005 11:02:09 	211 m			230 m	0:00:07	118 kph	294° true
Trackpoint	N56 10.190 E37 40.451	02/10/2005 11:02:15 	208 m			216 m	0:00:06	130 kph	294° true
Trackpoint	N56 10.257 E37 40.179	02/10/2005 11:02:23 	212 m			307 m	0:00:08	138 kph	294° true
Trackpoint	N56 10.358 E37 39.763	02/10/2005 11:02:35 	221 m			469 m	0:00:12	141 kph	294° true
Trackpoint	N56 10.444 E37 39.408	02/10/2005 11:02:45 	217 m			401 m	0:00:10	144 kph	294° true
Trackpoint	N56 10.495 E37 39.201	02/10/2005 11:02:51 	223 m			233 m	0:00:06	140 kph	294° true
Trackpoint	N56 10.540 E37 39.016	02/10/2005 11:02:57 	218 m			209 m	0:00:06	125 kph	293° true
